# File;RA;Decl;SN_UV;z_spec
rubies-uds1-v2_prism-clear_4233_20260.spec.fits;34.2624197;-5.279222600000026;13.072079691160722;6.32196
goodsn-wide-v2_prism-clear_1211_1817.spec.fits;189.3963575412398;62.23017250514052;14.508244120560017;6.324154
uncover-v2_prism-clear_2561_8943.spec.fits;3.614087403729256;-30.41044795973289;59.78382932793282;6.327084
macs1149-v2_prism-clear_1208_5112544.spec.fits;177.3881386822925;22.34589892681972;34.681122024212904;6.32928
gds-deep-v2_prism-clear_1210_8253.spec.fits;53.1666145;-27.77239450000002;61.27639258640857;6.330015
macs1149-v2_prism-clear_b253.spec.fits;177.38541377227645;22.34966968141078;43.69447632980972;6.33075
uncover-v2_prism-clear_2561_7309.spec.fits;3.611317802661625;-30.41455737328158;42.79851314698591;6.3324
gds-deep-v2_prism-clear_1210_9423.spec.fits;53.17583;-27.77446800000001;61.46915171692232;6.334415
gds-udeep-v2_prism-clear_3215_106197.spec.fits;53.131047;-27.8090823;9.465422713327078;6.34028
gds-deep-v2_prism-clear_1210_13197.spec.fits;53.1349234;-27.77270550000003;148.06508842346562;6.341753
uncover-v2_prism-clear_2561_34265.spec.fits;3.607180703847201;-30.36481663770747;33.62737309887745;6.352774
rubies-uds1-v2_prism-clear_4233_19958.spec.fits;34.2738121;-5.279721999999993;28.9122612904913;6.35351
macs1149-v2_prism-clear_1208_5104449.spec.fits;177.3587899111513;22.37181360430192;52.86332892529683;6.36013
macs1149-v2_prism-clear_b219.spec.fits;177.40524428229074;22.37670116171927;15.256439762891084;6.3616
uncover-v2_prism-clear_2561_28308.spec.fits;3.605812329200131;-30.37391080590589;13.312090629701334;6.364548
uncover-v2_prism-clear_2561_30390.spec.fits;3.604634245985477;-30.37115252344006;21.041379261896854;6.372653
uncover-v2_prism-clear_2561_8613.spec.fits;3.60060193250919;-30.41027142361719;34.714070372801906;6.380029
jades-gds-wide-v2_prism-clear_1180_5278.spec.fits;53.127309;-27.788048;19.290820418276798;6.38372
macs0416-v2_prism-clear_1208_3104219.spec.fits;64.06837390046569;-24.11231288147093;9.7837417187409;6.405164
macs0416-v2_prism-clear_1208_3104135.spec.fits;64.06800223986663;-24.11279454007661;49.89797827646138;6.408868
macs0417-v2_prism-clear_1208_203427.spec.fits;64.34901162233662;-11.82556197654731;17.080257789697704;6.431128
rubies-uds2-v2_prism-clear_4233_58165.spec.fits;34.2629861;-5.212917399999981;12.557001653392776;6.51783
borg-0314m6712-v2_prism-clear_1747_-5.spec.fits;48.42623323998191;-67.21560643258158;35.573225441531605;6.52234
rubies-uds3-v2_prism-clear_4233_62270.spec.fits;34.2790509;-5.204402000000016;39.834918931786866;6.52686
ceers-ddt-v2_prism-clear_2750_662.spec.fits;214.877883;52.897675;26.942085138187064;6.535142
ceers-ddt-v2_prism-clear_2750_663.spec.fits;214.878969;52.896748;52.91737064378279;6.535545
macs1423-v2_prism-clear_1208_4103430.spec.fits;215.9579127299714;24.05906393887063;16.326525065535417;6.54268
uncover-v2_prism-clear_2561_38248.spec.fits;3.610133367539723;-30.35760707985218;30.59378486969034;6.555514
abell370-v2_prism-clear_1208_2190001.spec.fits;39.978097;-1.5589729999999804;72.86911073260845;6.560049
uncover-v2_prism-clear_2561_37504.spec.fits;3.610603503506573;-30.35896482285579;16.492545532962694;6.562317
jades-gdn2-v2_prism-clear_1181_1967.spec.fits;189.1650306;62.3001933;16.750380758891477;6.56232
jades-gdn2-v2_prism-clear_1181_1967.spec.fits;189.1650306;62.3001933;16.750380758891477;6.56232
jades-gdn2-v2_prism-clear_1181_1967.spec.fits;189.1650306;62.3001933;16.750380758891477;6.56232
abell370-v2_prism-clear_1208_2190002.spec.fits;39.978177;-1.559000000000026;61.78483688001353;6.565343
abell370-v2_prism-clear_1208_2101494.spec.fits;39.9780111;-1.5589610000000107;76.39673643327298;6.567612
